,Lux
19/04/19 04:31:08,0.00
19/04/19 04:31:12,0.00
19/04/19 04:31:15,0.00
19/04/19 04:31:19,0.00
19/04/19 04:31:23,0.00
19/04/19 04:31:27,0.00
19/04/19 04:31:31,0.00
19/04/19 04:31:34,0.00
19/04/19 04:31:38,0.00
19/04/19 04:31:42,0.00
19/04/19 04:31:46,0.00
19/04/19 04:31:48,0.00
19/04/19 04:31:53,0.00
19/04/19 04:31:57,0.00
19/04/19 04:32:01,0.00
19/04/19 04:32:03,0.00
19/04/19 04:32:07,0.00
19/04/19 04:32:12,0.00
19/04/19 04:32:16,0.00
19/04/19 04:32:20,0.00
19/04/19 04:32:22,0.00
19/04/19 04:32:26,0.00
19/04/19 04:32:31,0.00
19/04/19 04:32:35,0.00
19/04/19 04:32:37,0.00
19/04/19 04:32:41,0.00
19/04/19 04:32:45,0.00
19/04/19 04:32:50,0.00
19/04/19 04:32:52,0.00
19/04/19 04:32:56,0.00
19/04/19 04:33:00,0.00
19/04/19 04:33:05,0.00
19/04/19 04:33:07,0.00
19/04/19 04:33:11,0.00
19/04/19 04:33:15,0.00
19/04/19 04:33:19,0.00
19/04/19 04:33:24,0.00
19/04/19 04:33:26,0.00
19/04/19 04:33:30,0.00
19/04/19 04:33:34,0.00
19/04/19 04:33:38,0.00
19/04/19 04:33:40,0.00
19/04/19 04:33:45,0.00
19/04/19 04:33:49,0.00
19/04/19 04:33:53,0.00
19/04/19 04:33:55,0.00
19/04/19 04:34:00,0.00
19/04/19 04:34:04,0.00
19/04/19 04:34:08,0.00
19/04/19 04:34:12,0.00
19/04/19 04:34:14,0.00
19/04/19 04:34:19,0.00
19/04/19 04:34:23,0.00
19/04/19 04:34:27,0.00
19/04/19 04:34:29,0.00
19/04/19 04:34:33,0.00
19/04/19 04:34:38,0.00
19/04/19 04:34:42,0.00
19/04/19 04:34:44,0.00
19/04/19 04:34:48,0.00
19/04/19 04:34:52,0.00
19/04/19 04:34:57,0.00
19/04/19 04:35:01,0.00
19/04/19 04:35:03,0.00
19/04/19 04:35:07,0.00
19/04/19 04:35:12,0.00
19/04/19 04:35:16,0.00
19/04/19 04:35:18,0.00
19/04/19 04:35:22,0.00
19/04/19 04:35:26,0.00
19/04/19 04:35:31,0.00
19/04/19 04:35:33,0.00
19/04/19 04:35:37,0.00
19/04/19 04:35:41,0.00
19/04/19 04:35:45,0.00
19/04/19 04:35:47,0.00
19/04/19 04:35:52,0.00
19/04/19 04:35:56,0.00
19/04/19 04:36:00,0.00
19/04/19 04:36:04,0.00
19/04/19 04:36:07,0.00
19/04/19 04:36:11,0.00
19/04/19 04:36:15,0.00
19/04/19 04:36:19,0.00
19/04/19 04:36:21,0.00
19/04/19 04:36:26,0.00
19/04/19 04:36:30,0.00
19/04/19 04:36:34,0.00
19/04/19 04:36:36,0.00
19/04/19 04:36:40,0.00
19/04/19 04:36:45,0.00
19/04/19 04:36:49,0.00
19/04/19 04:36:53,0.00
19/04/19 04:36:55,0.00
19/04/19 04:36:59,0.00
19/04/19 04:37:04,0.00
19/04/19 04:37:08,0.00
19/04/19 04:37:10,0.00
19/04/19 04:37:14,0.00
19/04/19 04:37:18,0.00
19/04/19 04:37:23,0.00
19/04/19 04:37:25,0.00
19/04/19 04:37:29,0.00
19/04/19 04:37:33,0.00
19/04/19 04:37:37,0.00
19/04/19 04:37:42,0.00
19/04/19 04:37:44,0.00
19/04/19 04:37:48,0.00
19/04/19 04:37:52,0.00
19/04/19 04:37:56,0.00
19/04/19 04:37:59,0.00
19/04/19 04:38:03,0.00
19/04/19 04:38:07,0.00
19/04/19 04:38:11,0.00
19/04/19 04:38:14,0.00
19/04/19 04:38:18,0.00
19/04/19 04:38:22,0.00
19/04/19 04:38:26,0.00
19/04/19 04:38:28,0.00
19/04/19 04:38:33,0.00
19/04/19 04:38:37,0.00
19/04/19 04:38:41,0.00
19/04/19 04:38:45,0.00
19/04/19 04:38:47,0.00
19/04/19 04:38:52,0.00
19/04/19 04:38:56,0.00
19/04/19 04:39:00,0.00
19/04/19 04:39:02,0.00
19/04/19 04:39:06,0.00
19/04/19 04:39:11,0.00
19/04/19 04:39:15,0.00
19/04/19 04:39:17,0.00
19/04/19 04:39:21,0.00
19/04/19 04:39:25,0.00
19/04/19 04:39:30,0.00
19/04/19 04:39:32,0.00
19/04/19 04:39:36,0.00
19/04/19 04:39:40,0.00
19/04/19 04:39:44,0.00
19/04/19 04:39:49,0.00
19/04/19 04:39:51,0.00
19/04/19 04:39:55,0.00
19/04/19 04:39:59,0.00
19/04/19 04:40:04,0.00
19/04/19 04:40:06,0.00
19/04/19 04:40:10,0.00
19/04/19 04:40:14,0.00
19/04/19 04:40:18,0.00
19/04/19 04:40:21,0.00
19/04/19 04:40:25,0.00
19/04/19 04:40:29,0.00
19/04/19 04:40:33,0.00
19/04/19 04:40:35,0.00
19/04/19 04:40:40,0.00
19/04/19 04:40:44,0.00
19/04/19 04:40:48,0.00
19/04/19 04:40:52,0.00
19/04/19 04:40:54,0.00
19/04/19 04:40:59,0.00
19/04/19 04:41:03,0.00
19/04/19 04:41:07,0.00
19/04/19 04:41:09,0.00
19/04/19 04:41:13,0.00
19/04/19 04:41:18,0.00
19/04/19 04:41:22,0.00
19/04/19 04:41:24,0.00
19/04/19 04:41:28,0.00
19/04/19 04:41:33,0.00
19/04/19 04:41:37,0.00
19/04/19 04:41:41,0.00
19/04/19 04:41:43,0.00
19/04/19 04:41:47,0.00
19/04/19 04:41:52,0.00
19/04/19 04:41:56,0.00
19/04/19 04:41:58,0.00
19/04/19 04:42:02,0.00
19/04/19 04:42:06,0.00
19/04/19 04:42:11,0.00
19/04/19 04:42:13,0.00
19/04/19 04:42:17,0.00
19/04/19 04:42:21,0.00
19/04/19 04:42:26,0.00
19/04/19 04:42:28,0.00
19/04/19 04:42:32,0.00
19/04/19 04:42:36,0.00
19/04/19 04:42:40,0.00
19/04/19 04:42:45,0.00
19/04/19 04:42:47,0.00
19/04/19 04:42:51,0.00
19/04/19 04:42:55,0.00
19/04/19 04:42:59,0.00
19/04/19 04:43:01,0.00
19/04/19 04:43:06,0.00
19/04/19 04:43:10,0.00
19/04/19 04:43:14,0.00
19/04/19 04:43:16,0.00
19/04/19 04:43:21,0.00
19/04/19 04:43:25,0.00
19/04/19 04:43:29,0.00
19/04/19 04:43:31,0.00
19/04/19 04:43:35,0.00
19/04/19 04:43:40,0.00
19/04/19 04:43:44,0.00
19/04/19 04:43:48,0.00
19/04/19 04:43:50,0.00
19/04/19 04:43:54,0.00
19/04/19 04:43:59,0.00
19/04/19 04:44:03,0.00
19/04/19 04:44:05,0.00
19/04/19 04:44:09,0.00
19/04/19 04:44:13,0.00
19/04/19 04:44:18,0.00
19/04/19 04:44:20,0.00
19/04/19 04:44:24,0.00
19/04/19 04:44:28,0.00
19/04/19 04:44:33,0.00
19/04/19 04:44:35,0.00
19/04/19 04:44:39,0.00
19/04/19 04:44:43,0.00
19/04/19 04:44:47,0.00
19/04/19 04:44:52,0.00
19/04/19 04:44:54,0.00
19/04/19 04:44:58,0.00
19/04/19 04:45:02,0.00
19/04/19 04:45:06,0.00
19/04/19 04:45:09,0.00
19/04/19 04:45:13,0.00
19/04/19 04:45:17,0.00
19/04/19 04:45:21,0.00
19/04/19 04:45:23,0.00
19/04/19 04:45:28,0.00
19/04/19 04:45:32,0.00
19/04/19 04:45:36,0.00
19/04/19 04:45:38,0.00
19/04/19 04:45:42,0.00
19/04/19 04:45:47,0.00
19/04/19 04:45:51,0.00
19/04/19 04:45:55,0.00
19/04/19 04:45:57,0.00
19/04/19 04:46:01,0.00
19/04/19 04:46:06,0.00
19/04/19 04:46:10,0.00
19/04/19 04:46:12,0.00
19/04/19 04:46:16,0.00
19/04/19 04:46:21,0.00
19/04/19 04:46:25,0.00
19/04/19 04:46:27,0.00
19/04/19 04:46:31,0.00
19/04/19 04:46:35,0.00
19/04/19 04:46:40,0.00
19/04/19 04:46:44,0.00
19/04/19 04:46:46,0.00
19/04/19 04:46:50,0.00
19/04/19 04:46:54,0.00
19/04/19 04:46:59,0.00
19/04/19 04:47:01,0.00
19/04/19 04:47:05,0.00
19/04/19 04:47:09,0.00
19/04/19 04:47:13,0.00
19/04/19 04:47:16,0.00
19/04/19 04:47:20,0.00
19/04/19 04:47:24,0.00
19/04/19 04:47:28,0.00
19/04/19 04:47:31,0.00
19/04/19 04:47:35,0.00
19/04/19 04:47:39,0.00
19/04/19 04:47:43,0.00
19/04/19 04:47:47,0.00
19/04/19 04:47:50,0.00
19/04/19 04:47:54,0.00
19/04/19 04:47:58,0.00
19/04/19 04:48:02,0.00
19/04/19 04:48:04,0.00
19/04/19 04:48:09,0.00
19/04/19 04:48:13,0.00
19/04/19 04:48:17,0.00
19/04/19 04:48:19,0.00
19/04/19 04:48:24,0.00
19/04/19 04:48:28,0.00
19/04/19 04:48:32,0.00
19/04/19 04:48:34,0.00
19/04/19 04:48:38,0.00
19/04/19 04:48:43,0.00
19/04/19 04:48:47,0.00
19/04/19 04:48:51,0.00
19/04/19 04:48:53,0.00
19/04/19 04:48:57,0.00
19/04/19 04:49:02,0.00
19/04/19 04:49:06,0.00
19/04/19 04:49:08,0.00
19/04/19 04:49:12,0.00
19/04/19 04:49:16,0.00
19/04/19 04:49:21,0.00
19/04/19 04:49:23,0.00
19/04/19 04:49:27,0.00
19/04/19 04:49:31,0.00
19/04/19 04:49:36,0.00
19/04/19 04:49:38,0.00
19/04/19 04:49:42,0.00
19/04/19 04:49:46,0.00
19/04/19 04:49:50,0.00
19/04/19 04:49:55,0.00
19/04/19 04:49:57,0.00
19/04/19 04:50:01,0.00
19/04/19 04:50:05,0.00
19/04/19 04:50:09,0.00
19/04/19 04:50:12,0.00
19/04/19 04:50:16,0.00
19/04/19 04:50:20,0.00
19/04/19 04:50:24,0.00
19/04/19 04:50:26,0.00
19/04/19 04:50:31,0.00
19/04/19 04:50:35,0.00
19/04/19 04:50:39,0.00
19/04/19 04:50:41,0.00
19/04/19 04:50:46,0.00
19/04/19 04:50:50,0.00
19/04/19 04:50:54,0.00
19/04/19 04:50:56,0.00
19/04/19 04:51:00,0.00
19/04/19 04:51:05,0.00
19/04/19 04:51:09,0.00
19/04/19 04:51:13,0.00
19/04/19 04:51:15,0.00
19/04/19 04:51:19,0.00
19/04/19 04:51:24,0.00
19/04/19 04:51:28,0.00
19/04/19 04:51:30,0.00
19/04/19 04:51:34,0.00
19/04/19 04:51:39,0.00
19/04/19 04:51:43,0.00
19/04/19 04:51:45,0.00
19/04/19 04:51:49,0.00
19/04/19 04:51:53,0.00
19/04/19 04:51:58,0.00
19/04/19 04:52:00,0.00
19/04/19 04:52:04,0.00
19/04/19 04:52:08,0.00
19/04/19 04:52:12,0.00
19/04/19 04:52:17,0.00
19/04/19 04:52:19,0.00
19/04/19 04:52:23,0.00
19/04/19 04:52:27,0.00
19/04/19 04:52:32,0.00
19/04/19 04:52:34,0.00
19/04/19 04:52:38,0.00
19/04/19 04:52:42,0.00
19/04/19 04:52:46,0.00
19/04/19 04:52:48,0.00
19/04/19 04:52:53,0.00
19/04/19 04:52:57,0.00
19/04/19 04:53:01,0.00
19/04/19 04:53:03,0.00
19/04/19 04:53:07,0.00
19/04/19 04:53:12,0.00
19/04/19 04:53:16,0.00
19/04/19 04:53:20,0.00
19/04/19 04:53:22,0.00
19/04/19 04:53:27,0.00
19/04/19 04:53:31,0.00
19/04/19 04:53:35,0.00
19/04/19 04:53:37,0.00
19/04/19 04:53:42,0.00
19/04/19 04:53:46,0.00
19/04/19 04:53:50,0.00
19/04/19 04:53:52,0.00
19/04/19 04:53:56,0.00
19/04/19 04:54:01,0.00
19/04/19 04:54:05,0.00
19/04/19 04:54:07,0.00
19/04/19 04:54:11,0.00
19/04/19 04:54:15,0.00
19/04/19 04:54:20,0.00
19/04/19 04:54:22,0.00
19/04/19 04:54:26,0.00
19/04/19 04:54:30,0.00
19/04/19 04:54:35,0.00
19/04/19 04:54:37,0.00
19/04/19 04:54:41,0.00
19/04/19 04:54:45,0.00
19/04/19 04:54:49,0.00
19/04/19 04:54:54,0.00
19/04/19 04:54:56,0.00
19/04/19 04:55:00,0.00
19/04/19 04:55:04,0.00
19/04/19 04:55:08,0.00
19/04/19 04:55:11,0.00
19/04/19 04:55:15,0.00
19/04/19 04:55:19,0.00
19/04/19 04:55:23,0.00
19/04/19 04:55:26,0.00
19/04/19 04:55:30,0.00
19/04/19 04:55:34,0.00
19/04/19 04:55:38,0.00
19/04/19 04:55:40,0.00
19/04/19 04:55:45,0.00
19/04/19 04:55:49,0.00
19/04/19 04:55:53,0.00
19/04/19 04:55:57,0.00
19/04/19 04:55:59,0.00
19/04/19 04:56:04,0.00
19/04/19 04:56:08,0.00
19/04/19 04:56:12,0.00
19/04/19 04:56:14,0.00
19/04/19 04:56:19,0.00
19/04/19 04:56:23,0.00
19/04/19 04:56:27,0.00
19/04/19 04:56:29,0.00
19/04/19 04:56:34,0.00
19/04/19 04:56:38,0.00
19/04/19 04:56:42,0.00
19/04/19 04:56:44,0.00
19/04/19 04:56:48,0.00
19/04/19 04:56:53,0.00
19/04/19 04:56:57,0.00
19/04/19 04:56:59,0.00
19/04/19 04:57:03,0.00
19/04/19 04:57:07,0.00
19/04/19 04:57:12,0.00
19/04/19 04:57:14,0.00
19/04/19 04:57:18,0.00
19/04/19 04:57:22,0.00
19/04/19 04:57:27,0.00
19/04/19 04:57:31,0.00
19/04/19 04:57:33,0.00
19/04/19 04:57:37,0.00
19/04/19 04:57:41,0.00
19/04/19 04:57:46,0.00
19/04/19 04:57:48,0.00
19/04/19 04:57:52,0.00
19/04/19 04:57:56,0.00
19/04/19 04:58:00,0.00
19/04/19 04:58:03,0.00
19/04/19 04:58:07,0.00
19/04/19 04:58:11,0.00
19/04/19 04:58:15,0.00
19/04/19 04:58:18,0.00
19/04/19 04:58:22,0.00
19/04/19 04:58:26,0.00
19/04/19 04:58:30,0.00
19/04/19 04:58:32,0.00
19/04/19 04:58:37,0.00
19/04/19 04:58:41,0.00
19/04/19 04:58:45,0.00
19/04/19 04:58:49,0.00
19/04/19 04:58:51,0.00
19/04/19 04:58:56,0.00
19/04/19 04:59:00,0.00
19/04/19 04:59:04,0.00
19/04/19 04:59:06,0.00
19/04/19 04:59:11,0.00
19/04/19 04:59:15,0.00
19/04/19 04:59:19,0.00
19/04/19 04:59:21,0.00
19/04/19 04:59:25,0.00
19/04/19 04:59:30,0.00
19/04/19 04:59:34,0.00
19/04/19 04:59:36,0.00
19/04/19 04:59:40,0.00
19/04/19 04:59:44,0.00
19/04/19 04:59:49,0.00
19/04/19 04:59:53,0.00
19/04/19 04:59:55,0.00
19/04/19 04:59:59,0.00
19/04/19 05:00:03,0.00
19/04/19 05:00:08,0.00
19/04/19 05:00:10,0.00
19/04/19 05:00:14,0.00
19/04/19 05:00:18,0.00
19/04/19 05:00:23,0.00
19/04/19 05:00:25,0.00
19/04/19 05:00:29,0.00
19/04/19 05:00:33,0.00
19/04/19 05:00:37,0.00
19/04/19 05:00:40,0.00
19/04/19 05:00:44,0.00
19/04/19 05:00:48,0.00
19/04/19 05:00:52,0.00
19/04/19 05:00:56,0.00
19/04/19 05:00:59,0.00
19/04/19 05:01:03,0.00
19/04/19 05:01:07,0.00
19/04/19 05:01:11,0.00
19/04/19 05:01:13,0.00
19/04/19 05:01:18,0.00
19/04/19 05:01:22,0.00
19/04/19 05:01:26,0.00
19/04/19 05:01:28,0.00
19/04/19 05:01:33,0.00
19/04/19 05:01:37,0.00
19/04/19 05:01:41,0.00
19/04/19 05:01:43,0.00
19/04/19 05:01:47,0.00
19/04/19 05:01:52,0.00
19/04/19 05:01:56,0.00
19/04/19 05:01:58,0.00
19/04/19 05:02:02,0.00
19/04/19 05:02:07,0.00
19/04/19 05:02:11,0.00
19/04/19 05:02:13,0.00
19/04/19 05:02:17,0.00
19/04/19 05:02:22,0.00
19/04/19 05:02:26,0.00
19/04/19 05:02:28,0.00
19/04/19 05:02:32,0.00
19/04/19 05:02:36,0.00
19/04/19 05:02:41,0.00
19/04/19 05:02:45,0.00
19/04/19 05:02:47,0.00
19/04/19 05:02:51,0.00
19/04/19 05:02:55,0.00
19/04/19 05:03:00,0.00
19/04/19 05:03:02,0.00
19/04/19 05:03:06,0.00
19/04/19 05:03:10,0.00
19/04/19 05:03:15,0.00
19/04/19 05:03:17,0.00
19/04/19 05:03:21,0.00
19/04/19 05:03:25,0.00
19/04/19 05:03:29,0.00
19/04/19 05:03:32,0.00
19/04/19 05:03:36,0.00
19/04/19 05:03:40,0.00
19/04/19 05:03:44,0.00
19/04/19 05:03:48,0.00
19/04/19 05:03:51,0.00
19/04/19 05:03:55,0.00
19/04/19 05:03:59,0.00
19/04/19 05:04:03,0.00
19/04/19 05:04:06,0.00
19/04/19 05:04:10,0.00
19/04/19 05:04:14,0.00
19/04/19 05:04:18,0.00
19/04/19 05:04:20,0.00
19/04/19 05:04:25,0.00
19/04/19 05:04:29,0.00
19/04/19 05:04:33,0.00
19/04/19 05:04:35,0.00
19/04/19 05:04:40,0.00
19/04/19 05:04:44,0.00
19/04/19 05:04:48,0.00
19/04/19 05:04:50,0.00
19/04/19 05:04:54,0.00
19/04/19 05:04:59,0.00
19/04/19 05:05:03,0.00
19/04/19 05:05:05,0.00
19/04/19 05:05:09,0.00
19/04/19 05:05:14,0.00
19/04/19 05:05:18,0.00
19/04/19 05:05:20,0.00
19/04/19 05:05:24,0.00
19/04/19 05:05:28,0.00
19/04/19 05:05:33,0.00
19/04/19 05:05:37,0.00
19/04/19 05:05:39,0.00
19/04/19 05:05:43,0.00
19/04/19 05:05:48,0.00
19/04/19 05:05:52,0.00
19/04/19 05:05:54,0.00
19/04/19 05:05:58,0.00
19/04/19 05:06:02,0.00
19/04/19 05:06:07,0.00
19/04/19 05:06:09,0.00
19/04/19 05:06:13,0.00
19/04/19 05:06:17,0.00
19/04/19 05:06:22,0.00
19/04/19 05:06:24,0.00
19/04/19 05:06:28,0.00
19/04/19 05:06:32,0.00
19/04/19 05:06:36,0.00
19/04/19 05:06:39,0.00
19/04/19 05:06:43,0.00
19/04/19 05:06:47,0.00
19/04/19 05:06:51,0.00
19/04/19 05:06:53,0.00
19/04/19 05:06:58,0.00
19/04/19 05:07:02,0.00
19/04/19 05:07:06,0.00
19/04/19 05:07:08,0.00
19/04/19 05:07:13,0.00
19/04/19 05:07:17,0.00
19/04/19 05:07:21,0.00
19/04/19 05:07:25,0.00
19/04/19 05:07:27,0.00
19/04/19 05:07:32,0.00
19/04/19 05:07:36,0.00
19/04/19 05:07:40,0.00
19/04/19 05:07:42,0.00
19/04/19 05:07:47,0.00
19/04/19 05:07:51,0.00
19/04/19 05:07:55,0.00
19/04/19 05:07:57,0.00
19/04/19 05:08:02,0.00
19/04/19 05:08:06,0.00
19/04/19 05:08:10,0.00
19/04/19 05:08:12,0.00
19/04/19 05:08:16,0.00
19/04/19 05:08:21,0.00
19/04/19 05:08:25,0.00
19/04/19 05:08:27,0.00
19/04/19 05:08:31,0.00
19/04/19 05:08:35,0.00
19/04/19 05:08:40,0.00
19/04/19 05:08:42,0.00
19/04/19 05:08:46,0.00
19/04/19 05:08:50,0.00
19/04/19 05:08:55,0.00
19/04/19 05:08:57,0.00
19/04/19 05:09:01,0.00
19/04/19 05:09:05,0.00
19/04/19 05:09:10,0.00
19/04/19 05:09:14,0.00
19/04/19 05:09:16,0.00
19/04/19 05:09:20,0.00
19/04/19 05:09:24,0.00
19/04/19 05:09:29,0.00
19/04/19 05:09:31,0.00
19/04/19 05:09:35,0.00
19/04/19 05:09:39,0.00
19/04/19 05:09:44,0.00
19/04/19 05:09:46,0.00
19/04/19 05:09:50,0.00
19/04/19 05:09:54,0.00
19/04/19 05:09:58,0.00
19/04/19 05:10:01,0.00
19/04/19 05:10:05,0.00
19/04/19 05:10:09,0.00
19/04/19 05:10:13,0.00
19/04/19 05:10:15,0.00
19/04/19 05:10:20,0.00
19/04/19 05:10:24,0.00
19/04/19 05:10:28,0.00
19/04/19 05:10:30,0.00
19/04/19 05:10:35,0.00
19/04/19 05:10:39,0.00
19/04/19 05:10:43,0.00
19/04/19 05:10:45,0.00
19/04/19 05:10:50,0.00
19/04/19 05:10:54,0.00
19/04/19 05:10:58,0.00
19/04/19 05:11:02,0.00
19/04/19 05:11:04,0.00
19/04/19 05:11:09,0.00
19/04/19 05:11:13,0.00
19/04/19 05:11:17,0.00
19/04/19 05:11:19,0.00
19/04/19 05:11:24,0.00
19/04/19 05:11:28,0.00
19/04/19 05:11:32,0.00
19/04/19 05:11:34,0.00
19/04/19 05:11:38,0.00
19/04/19 05:11:43,0.00
19/04/19 05:11:47,0.00
19/04/19 05:11:49,0.00
19/04/19 05:11:53,0.00
19/04/19 05:11:58,0.00
19/04/19 05:12:02,0.00
19/04/19 05:12:04,0.00
19/04/19 05:12:08,0.00
19/04/19 05:12:12,0.00
19/04/19 05:12:17,0.00
19/04/19 05:12:19,0.00
19/04/19 05:12:23,0.00
19/04/19 05:12:27,0.00
19/04/19 05:12:32,0.00
19/04/19 05:12:34,0.00
19/04/19 05:12:38,0.00
19/04/19 05:12:42,0.00
19/04/19 05:12:46,0.00
19/04/19 05:12:49,0.00
19/04/19 05:12:53,0.00
19/04/19 05:12:57,0.00
19/04/19 05:13:01,0.00
19/04/19 05:13:06,0.00
19/04/19 05:13:08,0.00
19/04/19 05:13:12,0.00
19/04/19 05:13:16,0.00
19/04/19 05:13:20,0.00
19/04/19 05:13:23,0.00
19/04/19 05:13:27,0.00
19/04/19 05:13:31,0.00
19/04/19 05:13:35,0.00
19/04/19 05:13:38,0.00
19/04/19 05:13:42,0.00
19/04/19 05:13:46,0.00
19/04/19 05:13:50,0.00
19/04/19 05:13:52,0.00
19/04/19 05:13:57,0.00
19/04/19 05:14:01,0.00
19/04/19 05:14:05,0.00
19/04/19 05:14:07,0.00
19/04/19 05:14:12,0.00
19/04/19 05:14:16,0.00
19/04/19 05:14:20,0.00
19/04/19 05:14:22,0.00
19/04/19 05:14:27,0.00
19/04/19 05:14:31,0.00
19/04/19 05:14:35,0.00
19/04/19 05:14:37,0.00
19/04/19 05:14:41,0.00
19/04/19 05:14:46,0.00
19/04/19 05:14:50,0.00
19/04/19 05:14:54,0.00
19/04/19 05:14:56,0.00
19/04/19 05:15:00,0.00
19/04/19 05:15:05,0.00
19/04/19 05:15:09,0.00
19/04/19 05:15:11,0.00
19/04/19 05:15:15,0.00
19/04/19 05:15:20,0.00
19/04/19 05:15:24,0.00
19/04/19 05:15:26,0.00
19/04/19 05:15:30,0.00
19/04/19 05:15:35,0.00
19/04/19 05:15:39,0.00
19/04/19 05:15:41,0.00
19/04/19 05:15:45,0.00
19/04/19 05:15:49,0.00
19/04/19 05:15:54,0.00
19/04/19 05:15:56,0.00
19/04/19 05:16:00,0.00
19/04/19 05:16:04,0.00
19/04/19 05:16:09,0.00
19/04/19 05:16:11,0.00
19/04/19 05:16:15,0.00
19/04/19 05:16:19,0.00
19/04/19 05:16:24,0.00
19/04/19 05:16:26,0.00
19/04/19 05:16:30,0.00
19/04/19 05:16:34,0.00
19/04/19 05:16:38,0.00
19/04/19 05:16:41,0.00
19/04/19 05:16:45,0.00
19/04/19 05:16:49,0.00
19/04/19 05:16:53,0.00
19/04/19 05:16:55,0.00
19/04/19 05:17:00,0.00
19/04/19 05:17:04,0.00
19/04/19 05:17:08,0.00
19/04/19 05:17:12,0.00
19/04/19 05:17:15,0.00
19/04/19 05:17:19,0.00
19/04/19 05:17:23,0.00
19/04/19 05:17:27,0.00
19/04/19 05:17:30,0.00
19/04/19 05:17:34,0.00
19/04/19 05:17:38,0.00
19/04/19 05:17:42,0.00
19/04/19 05:17:44,0.00
19/04/19 05:17:49,0.00
19/04/19 05:17:53,0.00
19/04/19 05:17:57,0.00
19/04/19 05:17:59,0.00
19/04/19 05:18:04,0.00
19/04/19 05:18:08,0.00
19/04/19 05:18:12,0.00
19/04/19 05:18:14,0.00
19/04/19 05:18:18,0.00
19/04/19 05:18:23,0.00
19/04/19 05:18:27,0.00
19/04/19 05:18:29,0.00
19/04/19 05:18:33,0.00
19/04/19 05:18:38,0.00
19/04/19 05:18:42,0.00
19/04/19 05:18:44,0.00
19/04/19 05:18:48,0.00
19/04/19 05:18:53,0.00
19/04/19 05:18:57,0.00
19/04/19 05:18:59,0.00
19/04/19 05:19:03,0.00
19/04/19 05:19:07,0.00
19/04/19 05:19:12,0.00
19/04/19 05:19:14,0.00
19/04/19 05:19:18,0.00
19/04/19 05:19:22,0.00
19/04/19 05:19:27,0.00
19/04/19 05:19:31,0.00
19/04/19 05:19:33,0.00
19/04/19 05:19:37,0.00
19/04/19 05:19:42,0.00
19/04/19 05:19:46,0.00
19/04/19 05:19:48,0.00
19/04/19 05:19:52,0.00
19/04/19 05:19:56,0.00
19/04/19 05:20:01,0.00
19/04/19 05:20:03,0.00
19/04/19 05:20:07,0.00
19/04/19 05:20:11,0.00
19/04/19 05:20:15,0.00
19/04/19 05:20:18,0.00
19/04/19 05:20:22,0.00
19/04/19 05:20:26,0.00
19/04/19 05:20:30,0.00
19/04/19 05:20:33,0.00
19/04/19 05:20:37,0.00
19/04/19 05:20:41,0.00
19/04/19 05:20:45,0.00
19/04/19 05:20:48,0.00
19/04/19 05:20:52,0.00
19/04/19 05:20:56,0.00
19/04/19 05:21:00,0.00
19/04/19 05:21:02,0.00
19/04/19 05:21:07,0.00
19/04/19 05:21:11,0.00
19/04/19 05:21:15,0.00
19/04/19 05:21:17,0.00
19/04/19 05:21:21,0.00
19/04/19 05:21:26,0.00
19/04/19 05:21:30,0.00
19/04/19 05:21:32,0.00
19/04/19 05:21:36,0.00
19/04/19 05:21:41,0.00
19/04/19 05:21:45,0.00
19/04/19 05:21:49,0.00
19/04/19 05:21:51,0.00
19/04/19 05:21:56,0.00
19/04/19 05:22:00,0.00
19/04/19 05:22:04,0.00
19/04/19 05:22:06,0.00
19/04/19 05:22:10,0.00
19/04/19 05:22:15,0.00
19/04/19 05:22:19,0.00
19/04/19 05:22:21,0.00
19/04/19 05:22:25,0.00
19/04/19 05:22:30,0.00
19/04/19 05:22:34,0.00
19/04/19 05:22:36,0.00
19/04/19 05:22:40,0.00
19/04/19 05:22:45,0.00
19/04/19 05:22:49,0.00
19/04/19 05:22:51,0.00
19/04/19 05:22:55,0.00
19/04/19 05:22:59,0.00
19/04/19 05:23:04,0.00
19/04/19 05:23:06,0.00
19/04/19 05:23:10,0.00
19/04/19 05:23:14,0.00
19/04/19 05:23:19,0.00
19/04/19 05:23:21,0.00
19/04/19 05:23:25,0.00
19/04/19 05:23:29,0.00
19/04/19 05:23:34,0.00
19/04/19 05:23:36,0.00
19/04/19 05:23:40,0.00
19/04/19 05:23:44,0.00
19/04/19 05:23:48,0.00
19/04/19 05:23:51,0.00
19/04/19 05:23:55,0.00
19/04/19 05:23:59,0.00
19/04/19 05:24:03,0.00
19/04/19 05:24:06,0.00
19/04/19 05:24:10,0.00
19/04/19 05:24:14,0.00
19/04/19 05:24:18,0.00
19/04/19 05:24:21,0.00
19/04/19 05:24:25,0.00
19/04/19 05:24:29,0.00
19/04/19 05:24:33,0.00
19/04/19 05:24:35,0.00
19/04/19 05:24:40,0.00
19/04/19 05:24:44,0.00
19/04/19 05:24:48,0.00
19/04/19 05:24:52,0.00
19/04/19 05:24:55,0.00
19/04/19 05:24:59,0.00
19/04/19 05:25:03,0.00
19/04/19 05:25:07,0.00
19/04/19 05:25:10,0.00
19/04/19 05:25:14,0.00
19/04/19 05:25:18,0.00
19/04/19 05:25:22,0.00
19/04/19 05:25:24,0.00
19/04/19 05:25:29,0.00
19/04/19 05:25:33,0.00
